Customer_ID,Age,Employment_Type,Monthly_Income,Loan_Amount,Credit_Score,Existing_Loans,Missed_Payments,City,Application_Date,Loan_Default
141608,68,0,41495.85,551801.14,682,0,0,3,1008,1
141609,67,1,45069.79,620689.87,697,2,3,0,812,0
141610,69,0,54533.43,485580.27,802,0,2,5,1234,1
141611,54,0,99730.55,1204850.43,592,1,1,5,1422,0
141612,47,2,54170.1,488157.5,675,1,2,3,974,0
141613,45,0,49880.28,274576.15,645,5,1,2,1336,0
141614,64,0,18115.49,259425.97,641,1,2,5,649,1
141615,55,2,45506.53,386937.31,764,6,2,4,919,0
141616,29,2,38088.76,469921.14,650,3,3,0,479,0
141617,26,2,59711.6,272329.18,654,1,1,5,1478,0
141618,46,1,63536.93,659926.63,756,0,1,1,1171,0
141619,58,2,34808.06,280717.12,557,0,0,3,1200,0
141620,59,0,106953.4,886807.38,475,0,2,2,367,0
141621,47,2,49097.47,199425.73,466,0,1,5,1356,1
141622,60,0,70235.38,897738.73,850,3,0,1,526,0
141623,51,0,40448.16,544710.45,615,0,0,3,1018,1
141624,23,2,68976.69,904257.65,696,4,2,0,174,0
141625,44,3,48307.18,477487.56,675,2,1,2,1422,1
141626,35,1,77679.28,916581.4,759,0,2,2,119,1
141627,26,0,94885.9,792950.15,698,6,2,0,1066,0
141628,31,2,58327.8,508821.27,781,0,3,3,550,1
141629,50,0,43243.07,350049.5,769,2,2,4,716,0
141630,55,2,60456.4,879907.68,688,1,1,0,1113,0
141631,68,0,90644.91,292433.51,578,4,2,0,1297,0
141632,58,2,59834.04,809105.7,683,3,1,1,1209,0
141633,63,2,40628.26,443753.45,694,3,1,4,444,1
141634,60,2,35705.28,339152.43,506,0,1,1,1160,1
141635,49,2,15162.43,93772.77,719,1,2,4,1086,0
141636,43,1,73704.53,598146.58,665,0,1,2,1432,0
141637,62,2,73492.91,1062591.45,567,2,2,1,235,1
141638,62,2,69687.39,990460.56,652,3,1,2,554,1
141639,23,3,79274.99,745193.88,621,4,0,0,1112,1
141640,46,2,62745.72,480344.63,608,1,1,1,1010,0
141641,34,0,70198.43,321497.11,644,1,3,4,374,1
141642,39,2,62445.42,590409.16,544,1,2,3,429,1
141643,41,1,92488.56,1044834.93,588,0,0,0,138,0
141644,41,0,15528.56,109636.27,716,2,0,3,1025,0
141645,29,0,37338.83,163930.67,621,2,0,3,254,0
141646,33,0,64346.58,964504.63,610,1,0,4,292,1
141647,61,2,67031.97,310126.82,532,0,0,1,134,0
141648,64,2,31975.76,139934.77,662,2,0,5,381,0
141649,66,2,85188.15,924615.11,689,2,1,2,1040,1
141650,57,1,96953.05,1176614.91,572,3,1,2,1339,1
141651,58,0,73170.26,651368.83,748,1,1,4,684,0
141652,65,0,31464.55,349025.24,850,1,4,2,195,1
141653,65,0,46294.77,562981.51,747,0,0,2,298,0
141654,44,0,90431.51,1296494.53,683,1,1,3,250,0
141655,58,3,97630.4,555765.25,741,4,1,4,1041,0
141656,66,2,49455.43,200869.89,621,3,0,0,333,0
141657,31,2,107036.59,692855.31,620,1,1,3,637,1
141658,49,0,66876.74,529780.43,619,1,2,1,1119,1
141659,65,2,68725.36,232873.43,613,1,0,1,631,0
141660,64,3,64401.48,359838.77,634,3,3,3,175,1
141661,68,0,11679.61,92138.16,783,0,0,2,302,1
141662,58,0,70405.42,438175.02,829,1,0,4,341,0
141663,61,2,65345.7,625289.11,497,0,1,5,1004,0
141664,37,0,65501.07,853661.7,605,1,2,0,1488,0
141665,68,1,59181.03,272744.71,758,1,1,0,1183,0
141666,46,0,61783.5,481322.22,749,4,1,2,604,1
141667,46,2,57644.35,810225.03,812,2,1,1,86,1
141668,32,0,80964,835863.09,664,1,1,4,169,1
141669,38,2,44266.89,448478.17,663,2,0,3,1111,0
141670,29,2,64921.82,208296.77,736,2,0,2,1280,0
141671,23,2,30697.31,266486.46,513,0,1,1,1295,0
141672,30,0,48611.41,356185.64,500,0,0,5,1193,0
141673,63,0,37661.42,419339.48,517,1,5,2,1274,1
141674,22,2,54638.65,536520.07,596,1,2,3,317,0
141675,28,2,66930.69,886055.2,700,3,0,5,22,0
141676,63,1,45431.88,552373.23,688,2,0,5,715,1
141677,38,1,44745.26,147592.81,730,1,1,2,1187,0
141678,59,1,34865.16,172157.45,641,2,0,2,467,0
141679,51,2,119244.5,1080830.74,595,1,0,3,1381,0
141680,34,1,76520.63,403345.22,782,1,3,2,290,0
141681,59,3,61332.22,246509.25,660,2,0,5,570,1
141682,53,0,47390.94,283938.3,818,0,1,4,166,1
141683,49,2,49449.73,615244.55,786,1,0,3,847,1
141684,64,2,67406.16,959753.8,850,0,0,1,293,0
141685,53,0,99683.25,1445629.41,850,1,1,3,1154,0
141686,55,2,32170.6,479284,787,4,2,4,1270,0
141687,22,2,61260.82,713429.12,606,2,2,5,698,1
141688,55,0,60361.78,621807.09,777,1,1,3,57,1
141689,52,2,10000,32214.09,628,5,1,2,1285,1
141690,56,0,10000,96493.98,821,3,1,0,497,1
141691,66,0,52441.07,564875.96,589,2,2,2,128,1
141692,43,2,38110.05,242023.9,674,4,2,2,1095,1
141693,25,1,66943.37,303822.67,664,1,2,0,216,0
141694,67,2,53092.73,727460.43,605,3,3,2,1009,1
141695,36,0,30217.43,240668.55,839,3,1,0,311,1
141696,60,2,57124.16,674638.48,549,1,1,0,719,1
141697,44,2,77435.33,250773.3,609,2,3,2,735,1
141698,60,1,59594.62,831134.33,622,2,1,1,694,0
141699,48,2,64709.87,679524.51,724,1,0,3,1196,1
141700,45,3,105536.7,1465018.2,717,0,2,4,1184,1
141701,27,3,114411.96,1410773.02,622,1,1,1,1084,0
141702,58,0,21626.68,155191.65,657,3,1,2,746,0
141703,27,3,56667.17,684057.08,705,4,0,3,574,0
141704,42,2,66682.41,491920.27,766,2,2,3,1006,0
141705,42,1,31170.74,277779.86,713,0,0,4,977,1
141706,47,1,54064.31,196138.11,664,0,0,4,869,0
141707,53,2,14870.21,75805.08,569,0,1,3,1496,0
141708,65,2,73453.55,580634.2,678,2,2,4,1302,1
141709,52,1,85433.69,1046777.6,421,0,2,5,947,1
141710,59,0,60989.51,702626.08,808,2,0,2,945,0
141711,52,0,81236.33,645757.15,625,4,0,3,208,1
141712,21,2,33376.35,445526.85,655,1,1,4,1248,1
141713,30,0,79307.07,1183269.09,654,0,4,2,942,0
141714,65,0,62447.25,575459.71,575,3,2,3,611,0
141715,24,0,94717.58,997816.03,703,4,3,1,600,0
141716,49,0,111862.84,1608276.62,731,4,1,3,1083,1
141717,27,1,10000,144433.13,709,0,1,4,11,0
141718,58,2,82646.82,696322.12,661,0,1,3,1049,1
141719,26,0,50746.99,588381.93,814,2,2,5,1473,0
141720,31,0,47855,611725.33,531,0,0,0,428,0
141721,29,2,65859.54,852621.8,669,1,1,5,645,1
141722,50,1,51605.09,378007.34,782,0,2,4,162,1
141723,42,1,72496.25,467322.65,673,1,0,2,794,1
141724,59,2,58396.76,574830.58,620,0,2,5,970,1
141725,29,2,78786.72,813852.18,622,1,0,3,1210,1
141726,58,3,32656.85,293129.94,559,2,1,3,1004,1
141727,66,0,76692.66,323701.8,566,2,1,4,134,0
141728,53,2,59763.14,867900.94,648,2,1,1,569,0
141729,46,0,74977.98,441749.57,539,3,1,1,351,1
141730,36,1,38501.48,301970.71,667,3,0,4,996,1
141731,29,2,74192.75,417747.35,466,2,1,3,949,1
141732,43,3,93570.61,834815.25,665,1,4,4,706,0
141733,35,2,44172.26,230801.3,788,0,2,0,1034,0
141734,39,3,63770.72,677789.81,850,1,1,3,76,1
141735,62,2,84645.3,1015985.57,571,1,3,0,278,1
141736,36,1,64795.28,457753.12,631,2,1,2,1204,0
141737,45,2,71309.76,819625.52,850,0,1,0,106,0
141738,55,0,54484.38,616049.25,680,1,1,5,611,0
141739,33,1,75896.99,506556.07,590,1,1,1,1017,1
141740,66,1,74241.02,402758.5,584,0,1,5,1455,0
141741,27,2,50386.84,646547.73,698,1,2,1,455,0
141742,54,2,47274.18,522355.99,762,0,1,2,629,1
141743,34,1,64855.11,356514.71,709,0,1,5,242,1
141744,43,2,82887.57,1177712.27,774,4,1,5,1218,0
141745,43,3,90375.93,1150818.35,746,0,2,1,603,0
141746,37,0,43851.08,585718.87,755,4,2,3,1084,1
141747,33,2,54873.95,542361.85,705,1,0,4,30,1
141748,47,2,62097.81,212827.45,737,1,4,2,932,0
141749,22,2,60658.25,393891.43,716,2,0,0,268,1
141750,57,2,39535.08,590603.69,607,2,2,1,1199,0
141751,50,0,62483.33,565770.81,751,1,3,4,82,0
141752,24,2,62943.95,606309.36,650,0,1,4,657,0
141753,50,2,65634.22,770237.65,662,1,2,1,52,0
141754,23,2,14263.18,137717.2,621,0,2,1,306,1
141755,34,2,59142.51,607696.99,692,2,1,2,646,1
141756,31,0,17202.36,55941.29,725,0,2,0,899,0
141757,60,3,50672.07,462465.07,709,2,4,1,201,0
141758,43,0,57281.46,333092.84,800,2,5,0,1466,0
141759,61,2,61689.03,227873.38,581,2,1,0,885,0
141760,68,0,69197.11,684809.19,562,8,0,0,1152,1
141761,52,2,34809.19,260932.31,717,1,1,3,1233,1
141762,23,2,51609.56,203011.84,783,3,0,0,1162,0
141763,62,2,31913.17,98197.21,738,0,0,1,655,0
141764,21,3,101097.98,1314616.54,670,1,2,0,383,1
141765,29,2,33637.4,356694.39,554,0,2,1,141,0
141766,68,0,25641.52,78597.44,685,1,0,3,873,0
141767,29,3,38910.27,367411.04,753,0,0,2,646,0
141768,32,2,25936.63,272825.69,677,2,0,1,527,0
141769,21,1,26352.29,187297.18,801,1,0,3,605,1
141770,36,3,67254.85,350492.79,716,2,1,5,510,1
141771,50,2,148692.4,2092716.63,700,0,2,2,155,0
141772,28,2,71048.78,250413.47,674,2,0,5,277,0
141773,66,0,20452.28,121328.22,794,1,1,2,1199,0
141774,66,2,99860.07,381076.48,620,0,2,0,479,0
141775,30,2,20918.8,117045.31,730,3,1,3,1496,1
141776,53,2,90879.84,1115190.66,495,3,1,2,660,1
141777,58,2,10000,44850.24,671,2,0,1,454,0
141778,61,2,45101.74,463630.29,633,0,2,1,437,0
141779,42,3,46062.65,246053.43,841,0,1,2,1256,0
141780,36,2,43379.72,176175.24,627,2,1,4,1243,1
141781,39,2,78556.88,768610.71,794,1,2,4,674,0
141782,31,2,100597.7,1473892.13,672,1,0,4,1116,1
141783,31,0,81237.54,414565.99,624,0,0,2,363,0
141784,34,1,58775.9,526479.33,665,1,4,0,816,0
141785,59,3,85209.61,633335.7,656,3,2,5,821,0
141786,46,1,74566.49,547028.75,788,1,0,0,313,1
141787,64,2,68719.24,968175.07,627,1,0,2,1257,1
141788,40,2,72164.53,403174.77,748,0,0,0,543,0
141789,40,2,80213.47,600181.95,732,1,0,4,1102,1
141790,25,2,28544.89,226236.89,668,0,2,3,954,0
141791,21,1,62755.32,267123.66,645,3,1,4,88,0
141792,31,0,19684.01,281508.33,517,3,2,4,810,1
141793,67,0,73082.07,759381.64,603,1,2,4,713,1
141794,30,0,47431.11,488704.09,551,0,3,0,351,1
141795,67,0,55633.6,415193.18,760,1,1,3,1377,0
141796,48,3,33013.27,325918.91,749,2,3,4,759,1
141797,65,2,53592.49,559111.96,482,1,1,5,788,1
141798,67,2,67233.08,819674.3,643,0,2,0,215,1
141799,54,2,10000,82065.34,617,2,1,0,1479,0
141800,33,1,82333.17,687677.61,550,1,2,3,8,1
141801,64,2,76317.95,502313.01,752,4,2,5,1272,1
141802,45,0,39556.64,375071.4,657,3,1,5,219,1
141803,43,2,58532.48,583881.5,850,1,0,1,1147,1
141804,56,2,41576.05,484346.85,566,0,0,3,1435,0
141805,32,0,24180.87,361487.33,645,2,0,1,1441,1
141806,67,2,74673.97,391877.37,576,1,2,0,423,0
141807,65,2,41962.49,498232.12,612,2,1,4,71,1
141808,22,3,69483.05,621108.4,850,0,4,2,776,0
141809,40,2,10000,73528.41,714,0,1,1,301,1
141810,36,1,75828.06,721198.69,666,2,0,5,886,1
141811,34,0,63196.04,932882.7,799,4,1,4,106,0
141812,22,2,93054.65,1008096.89,665,3,2,5,1416,1
141813,69,2,55532.89,632762.83,741,2,2,1,652,1
141814,36,2,68340.1,499252.27,705,2,0,1,1397,1
141815,24,2,44546.21,501437.11,620,2,1,2,1139,1
141816,63,3,50681.52,625242.24,704,0,1,3,461,0
141817,33,2,92962.14,1181040.84,493,0,1,1,107,1
141818,58,2,48052.53,240038.79,558,3,4,5,603,1
141819,69,2,19801.01,215703.9,660,2,0,5,774,1
141820,21,2,13976.35,83105.69,588,2,2,4,780,1
141821,29,0,66444.41,810930.32,705,2,1,2,32,0
141822,41,1,103996.15,400785.91,529,3,1,2,342,1
141823,38,0,41733.85,557727.23,693,0,1,0,722,0
141824,63,2,38049.47,220952.65,698,4,1,2,100,0
141825,52,0,56082.57,187184.31,514,2,3,3,661,1
141826,66,2,33700.27,241075.14,609,1,0,4,135,1
141827,54,1,99109.4,426129.58,661,1,3,3,545,1
141828,40,2,64531.88,234104.27,744,5,1,4,873,0
141829,63,2,43023.62,362821.98,662,2,1,1,933,1
141830,22,2,57077.58,276137.38,640,2,0,3,165,0
141831,24,1,12999.27,175177.02,622,1,0,0,96,1
141832,65,2,59343.37,845500.46,615,2,2,0,512,0
141833,58,3,49770.14,155997,502,2,1,4,228,0
141834,27,0,65601.84,484892.4,687,1,1,1,143,0
141835,42,2,51788.75,666546.65,576,1,1,4,32,0
141836,40,0,71207.52,243649.4,617,0,2,2,1193,0
141837,55,2,24431.14,233064.46,535,2,0,5,94,0
141838,24,2,66123.76,280313.82,694,3,4,4,1017,0
141839,40,2,70307.3,545805.34,631,1,2,2,493,1
141840,55,0,67591.5,813982.19,745,3,1,1,403,0
141841,53,2,11934.26,69803.81,554,2,1,4,824,1
141842,41,2,46773.92,229689.88,725,0,0,5,99,0
141843,65,0,67794.68,933063.38,744,0,1,2,1448,1
141844,34,0,119004.4,687243.38,488,2,2,1,715,0
141845,51,1,68267.59,288365.12,668,0,2,2,1381,1
141846,42,2,54550.25,440772.78,725,2,0,2,51,0
141847,68,1,36341.84,203961,693,1,2,4,596,0
141848,50,1,47282.7,193575.16,584,3,1,0,502,0
141849,49,0,86996.9,846638.68,734,2,3,0,1296,1
141850,56,2,75647.86,679597.18,687,2,1,2,962,0
141851,69,2,15642.9,114134.66,605,2,1,0,1275,0
141852,62,0,78912.99,651701.9,543,1,2,5,1227,1
141853,49,1,104207.7,1063230.91,592,2,2,5,193,0
141854,27,3,114188.92,881273.5,850,1,0,5,1135,0
141855,52,0,90161.34,299342.04,699,2,0,0,620,0
141856,33,2,86588.06,1245734.84,618,1,2,5,1432,0
141857,33,0,41322.25,603523.45,659,1,0,5,1429,1
141858,34,0,66178.39,381503.01,796,3,1,3,918,1
141859,26,0,31029.62,259763.24,778,0,2,2,826,1
141860,36,2,35288.2,279902.11,673,1,1,4,1296,0
141861,61,2,65860.84,573542.14,647,4,0,1,214,0
141862,68,2,69037.32,479846.6,686,2,0,4,1162,0
141863,41,1,69431.52,773966.91,638,1,1,4,1148,1
141864,64,2,39353.84,563286.99,599,1,0,5,1078,0
141865,36,1,88889.11,1211882.71,752,1,2,4,1221,1
141866,25,1,24302.52,308064.36,743,0,3,1,1340,0
141867,44,2,10000,67555.2,756,0,3,0,209,1
141868,63,1,60917.77,370140.09,668,3,0,4,310,0
141869,21,0,63084.84,375975.31,619,0,3,4,170,1
141870,30,2,59225.89,527042.33,646,4,3,4,799,1
141871,63,2,74603,835714.25,701,0,2,2,62,0
141872,67,3,68510.83,519793.85,632,1,2,4,860,0
141873,55,2,66864.98,550839.26,722,1,0,4,848,1
141874,51,2,16337.18,212343.16,622,1,0,0,1323,1
141875,35,2,46366.17,334728.33,724,2,2,0,548,1
141876,31,2,57616,419881.42,807,1,1,1,1361,1
141877,29,2,58700.49,242436.44,587,2,3,2,1261,1
141878,22,2,23344.24,272777.65,553,1,1,1,513,0
141879,64,2,77263.73,952044.85,649,3,1,3,1270,1
141880,50,2,52534.77,782398.91,817,0,1,4,80,1
141881,36,1,66322.9,634200.38,682,2,3,5,368,1
141882,68,0,66721.46,459355.64,743,2,2,1,82,1
141883,21,2,38448.74,377694.57,618,3,1,2,974,0
141884,68,1,51963.33,546418.71,539,1,1,3,185,1
141885,26,0,41963.04,257520.3,660,2,0,1,1455,1
141886,66,0,124876.22,1846860.7,720,2,1,0,1040,1
141887,31,2,92714.7,1023401.87,811,0,2,0,171,0
141888,53,3,61536.66,653198.23,450,3,0,4,1188,0
141889,37,2,51617.96,637473.52,638,1,3,4,361,0
141890,54,2,76767.43,761655.88,560,3,0,5,371,1
141891,66,2,63459.69,543528.05,592,0,2,1,902,0
141892,60,0,101195.39,1188589.11,602,4,0,1,1421,0
141893,45,3,47101.99,405498.41,609,0,2,0,126,0
141894,42,2,65953.46,248385.46,802,3,1,5,898,0
141895,46,2,54768.78,192351.8,850,2,2,4,1336,0
141896,47,0,76055.94,820159.38,817,0,2,3,1379,1
141897,58,3,28762.64,124929.34,578,3,2,3,707,1
141898,29,2,62096.08,571721.6,754,0,2,0,897,1
141899,57,2,27252.15,325582.83,716,0,2,4,568,0
141900,25,1,42885.86,233665.99,615,2,1,1,503,0
141901,38,0,74195.01,934575.87,799,0,1,0,1202,1
141902,42,2,29520.75,335878.8,640,0,1,3,95,0
141903,66,0,14600.74,215392.2,685,1,1,4,382,1
141904,32,2,72727.48,407724.83,850,0,0,3,983,0
141905,64,1,96812.17,774955.15,786,4,1,1,522,1
141906,42,0,13695.55,175992.34,705,2,1,3,1079,1
141907,26,2,40033.33,547946.62,636,1,3,3,223,1
141908,56,0,71412.42,619134.63,742,3,2,3,837,0
141909,47,2,73966.12,608018.63,731,1,1,1,409,0
141910,67,2,57918.39,748511.15,727,2,0,0,928,0
141911,35,3,76976.65,685274.7,691,2,2,0,1416,0
141912,37,0,77494.09,1129651.34,765,2,1,2,490,1
141913,23,2,66393.77,652020.06,596,1,2,4,447,1
141914,30,3,49064.18,312325.88,793,2,1,1,1102,1
141915,45,2,59939.58,517455.07,654,4,2,2,1263,1
141916,41,0,106836.1,371588.95,719,1,0,0,915,0
141917,60,2,41706.6,180686.14,584,2,1,0,1413,1
141918,29,2,127276.84,1689742.81,846,0,0,0,1468,1
141919,44,1,109251.31,1024509.78,761,0,2,5,288,0
141920,52,2,73754.17,282386.77,755,1,4,0,868,0
141921,23,0,56381.6,390427.67,734,1,3,1,799,0
141922,53,1,40727.1,295541.6,669,1,1,1,982,0
141923,63,1,70475.29,369185.77,688,3,0,2,687,1
141924,65,2,70316.42,334597.58,758,1,2,1,20,0
141925,32,2,48017.36,430012.22,733,0,1,5,576,1
141926,49,1,68035.64,304649.75,726,2,0,0,1454,0
141927,41,0,54150.76,713709.11,789,0,3,5,1477,1
141928,59,2,60457.82,410853.64,619,2,2,5,216,1
141929,54,0,65585.22,809398.93,757,0,1,4,538,1
141930,53,2,64096.18,389088.42,785,2,1,4,826,1
141931,52,0,62386.48,678420.07,601,2,0,3,324,0
141932,40,2,83083.78,735868.54,557,2,0,4,840,0
141933,23,2,25307.17,174754.04,703,0,4,5,749,0
141934,24,2,45842.71,684854.1,709,1,1,5,386,1
141935,37,2,14008.88,99741.65,817,1,3,5,1175,0
141936,37,1,61399.51,403892.91,717,2,1,4,27,0
141937,39,1,28863.29,330142.38,676,0,1,5,1002,1
141938,24,2,51145.39,408319.5,699,1,1,2,1130,0
141939,49,0,53996.69,644499,635,2,1,0,774,1
141940,37,2,35351.88,391886.58,627,1,1,3,1448,1
141941,42,2,34820.57,333950.26,689,0,3,5,1161,1
141942,22,1,60591.27,511082.21,769,1,0,5,1280,1
141943,62,2,61226.24,863477.87,728,2,1,3,689,1
141944,32,1,33112.85,308928.67,583,0,0,5,1376,1
141945,65,3,44545.02,627869.27,698,0,0,1,210,1
141946,31,1,68977.48,869075.93,649,1,0,3,187,0
141947,60,0,43563.19,362000.53,616,2,0,3,743,1
141948,49,2,60777.12,443635.53,611,1,2,4,1272,0
141949,40,2,42608.28,427569.75,559,2,2,2,345,0
141950,25,0,79492.62,423055.64,689,1,1,5,1171,0
141951,45,3,114601.16,1287254.19,708,0,1,4,370,1
141952,54,0,69806.51,641870.77,483,3,1,4,502,0
141953,32,2,65170.59,440919.89,657,1,2,0,1310,1
141954,48,2,74502.32,648361.75,608,1,1,3,5,0
141955,54,2,75646.2,355564.37,844,3,1,5,582,0
141956,26,0,106717.96,1197844.56,579,1,2,4,128,0
141957,39,2,37209.57,275437.35,763,3,1,1,647,1
141958,32,2,54799.73,483546.42,615,0,2,5,1422,1
141959,45,0,67771.28,204471.89,529,1,2,2,624,0
141960,33,2,46333.05,234594.06,749,0,1,5,526,0
141961,37,0,24876.05,232024.13,632,1,2,4,103,0
141962,32,3,71949.72,1022005.27,682,3,2,4,1109,1
141963,23,1,90593.68,275978.15,709,3,1,4,1360,0
141964,44,0,26221.51,122485.97,687,2,2,1,923,1
141965,28,2,51301.54,712794.34,850,2,0,0,1178,0
141966,68,1,47486.87,510254.41,552,3,3,3,134,0
141967,56,2,83801.95,1233806.35,636,3,1,5,144,1
141968,46,0,94278.4,1330634.89,649,0,3,1,533,0
141969,65,3,38627.99,183613.36,830,1,0,1,484,0
141970,28,0,52166.27,623977.08,743,2,1,4,1480,0
141971,52,2,99264.04,1382674.36,658,0,1,2,220,1
141972,52,2,76891.7,940551.96,747,0,2,0,357,0
141973,21,3,62766,198358.06,559,2,1,1,108,0
141974,23,0,70161.08,344459.17,728,0,1,5,1285,0
141975,21,1,37200,229050.01,605,3,0,5,1289,0
141976,35,0,76968.85,982625.26,803,2,2,4,1335,0
141977,40,2,113194.64,1142656.88,652,1,1,2,1102,1
141978,23,1,89552.97,1226010.16,569,0,3,1,1348,1
141979,35,2,50546.89,216206.2,627,1,1,2,763,0
141980,57,2,43101.09,545752.17,758,2,2,0,15,0
141981,41,1,81485.72,306033.67,731,3,0,5,1295,0
141982,62,2,39237.67,369039.97,697,2,1,5,1411,0
141983,59,1,53197.62,270187.54,568,1,1,0,1347,1
141984,43,2,30686.61,330826.78,662,1,2,0,572,1
141985,60,0,64771.07,264593.4,746,1,0,3,700,0
141986,55,3,26539.3,257231.06,630,1,2,0,272,1
141987,38,0,75820.65,344930.27,746,1,2,0,1056,0
141988,37,2,10000,42686.89,703,1,2,1,308,0
141989,51,3,50319.91,230358.74,722,1,0,1,869,0
141990,68,0,37786.64,119354.27,807,2,1,1,1055,0
141991,46,2,57819.51,738679.49,660,0,1,2,864,0
141992,42,0,78750.73,1080498.53,756,0,2,0,1103,1
141993,65,1,54649.85,616760.29,578,0,2,5,1,1
141994,56,1,77176.89,329011.35,699,1,2,1,740,1
141995,55,2,57447.55,539179.65,688,1,1,0,433,0
141996,31,2,56876.47,176674,572,0,0,5,1207,0
141997,47,1,90515.08,1135506.79,638,4,2,2,1267,1
141998,54,0,37708.46,453231.06,763,2,2,2,636,0
141999,38,2,35917.96,174354.17,735,0,1,3,88,0
142000,47,0,45566.58,262918.89,697,1,0,0,592,0
142001,24,1,57806.79,282862.24,570,2,0,0,979,1
142002,37,3,72771.3,854142.27,537,3,1,3,727,1
142003,26,2,63399.51,394947.34,636,4,0,5,1259,0
142004,62,1,51607.5,415144.02,615,0,1,3,341,0
142005,31,2,40875.9,198109.44,567,1,3,2,1095,1
142006,25,2,46188.84,166663.29,634,0,2,1,924,0
142007,38,0,13063.92,132601.31,544,2,1,2,1189,1
142008,45,2,77012.72,457152.32,714,0,1,4,1150,0
142009,30,2,82156.53,783027.91,641,3,0,0,276,1
142010,61,2,29996.21,327489.07,634,0,0,3,237,1
142011,36,1,39998.21,254209.89,648,0,0,1,944,0
142012,30,2,97752.82,347532.51,759,3,2,2,952,0
142013,30,2,33435.48,235462.51,723,2,1,3,467,1
142014,56,1,60750.52,311673.93,694,3,1,1,222,1
142015,41,2,54767.64,706503.19,536,5,2,1,374,1
142016,34,3,70952.69,344103.92,850,2,0,4,1358,0
142017,28,2,107939.01,553985.36,850,2,2,2,1317,0
142018,21,3,53202.56,338886.95,730,4,3,1,921,0
142019,36,2,28462.83,397134.08,655,0,1,1,1408,1
142020,46,1,67799.74,976040.79,762,1,2,3,1211,1
142021,69,1,40961.07,421894.11,643,3,1,0,1400,1
142022,62,3,47876.73,566815.48,638,2,1,4,578,0
142023,26,3,35896.72,342648.49,748,2,2,1,796,1
142024,59,0,80235.49,310907.01,501,1,0,3,1210,0
142025,22,2,35422.11,371808.27,547,2,3,2,365,1
142026,29,0,74354.74,772336.37,702,2,0,2,878,1
142027,25,2,73301.96,605592.11,628,0,2,3,395,1
142028,60,2,26320.19,81508.01,685,0,2,0,161,0
142029,25,2,66505.75,451152.15,724,0,2,0,405,0
142030,67,2,53279.16,492708.77,694,3,2,4,1421,1
142031,28,2,47724.28,698979.46,780,3,2,1,845,1
142032,25,2,78660.78,741440.71,733,4,1,0,446,1
142033,25,2,10000,124442.54,752,1,0,5,377,0
142034,37,1,46876.05,308871.08,717,1,1,1,1187,1
142035,29,1,83270.04,765885.69,674,3,1,5,691,1
142036,54,2,54368.68,165712.56,714,0,1,2,872,0
142037,53,2,52156.61,324515.79,532,2,1,2,663,0
142038,42,2,42059.36,519244.54,593,3,0,0,1168,0
142039,41,2,44507.44,546506.77,714,3,0,1,941,0
142040,63,2,32198.2,360131.69,637,2,0,1,1099,0
142041,35,2,35868.3,219398.75,603,2,2,2,1155,0
142042,21,2,81106.09,863966.32,610,1,1,3,499,0
142043,27,0,58298.7,370360.89,676,2,0,0,882,0
142044,43,1,93189.22,315098.58,650,3,2,5,904,0
142045,67,2,38081.95,205923.27,713,2,2,5,134,1
142046,26,2,62613.48,622348.8,590,0,1,0,480,0
142047,40,0,84276.32,902772.53,605,1,1,3,41,1
142048,46,2,54325.6,352603.13,754,3,1,2,964,0
142049,62,3,64945.93,593997.29,641,1,0,4,1349,1
142050,32,1,101591.71,870007.02,586,1,2,4,897,1
142051,33,2,108599.9,427440.29,638,1,0,5,1086,0
142052,67,3,18757.63,205283.34,773,4,2,1,698,0
142053,69,2,81729.36,1101814.75,724,2,0,0,1361,1
142054,33,0,110026.07,738543.15,556,0,1,3,461,0
142055,22,1,73161.73,1062998.7,783,2,3,4,625,1
142056,52,0,85875.61,534381.4,784,2,1,1,222,1
142057,51,3,40391.84,264910.84,641,0,0,4,634,1
142058,31,2,48898.09,503112.99,811,2,0,2,1104,1
142059,57,3,78572.79,1124380.9,624,0,1,5,80,1
142060,24,2,76371.26,508552.68,725,2,0,1,65,1
142061,54,2,67845.8,790757.96,681,0,1,5,930,0
142062,36,0,55868.3,401418.44,782,3,0,2,47,0
142063,51,1,38018.7,301882.27,634,2,0,1,1085,0
142064,45,0,88980.66,1325408.2,701,0,0,2,290,0
142065,59,2,70535.86,506723.52,665,0,1,5,877,1
142066,28,2,60272.45,686922.79,825,2,2,3,844,1
142067,28,2,87361.61,1163528.32,667,2,2,5,865,0
142068,54,0,61347.35,715149.17,616,1,0,3,1205,1
142069,35,2,32499.36,161382.88,603,0,2,4,347,1
142070,25,1,62003.58,238570.53,709,0,1,1,1209,0
142071,39,0,65259.56,906845.08,620,1,1,4,354,1
142072,30,3,59596.73,292864.02,569,1,1,0,93,1
142073,29,2,70570.73,358899.04,657,0,1,2,126,0
142074,49,2,63743.4,351363.66,811,1,0,4,1306,0
142075,60,2,72731.57,1019822.67,716,2,2,3,304,1
142076,57,3,104711.08,1568871.96,670,1,1,2,561,0
142077,39,3,29406.57,403113.57,803,2,0,0,1459,0
142078,33,1,72283.07,532163.45,595,1,3,5,898,1
142079,66,1,45948.41,475772.19,660,1,2,0,1442,1
142080,60,0,108986.2,1187352.45,558,1,1,3,1144,1
142081,36,3,81152.74,654496.23,626,2,1,2,28,1
